root_reference,current_reference,added,replacement_added,executed,cancelled,deleted,replaced_out,remaining,balanced
48214,48214,100,0,0,0,100,0,0,1
48218,48218,100,0,0,0,100,0,0,1
41000,41000,100,0,0,0,100,0,0,1
41004,41004,100,0,33,0,67,0,0,1
65197,65197,100,0,0,0,100,0,0,1
65201,65201,190,0,0,0,190,0,0,1
48222,48222,100,0,0,0,100,0,0,1
65205,65205,20,0,0,0,20,0,0,1
48226,48226,100,0,0,0,100,0,0,1
65209,65209,20,0,0,0,20,0,0,1
65213,65213,100,0,0,0,100,0,0,1
65417,65417,670,0,0,0,670,0,0,1
65829,65829,200,0,0,0,200,0,0,1
65853,65853,25,0,0,0,25,0,0,1
65869,65869,100,0,0,0,100,0,0,1
55687,55687,900,0,0,800,100,0,0,1
66085,66085,100,0,0,0,100,0,0,1
49370,49370,500,0,0,0,500,0,0,1
49374,49374,500,0,0,0,500,0,0,1
49378,49378,800,0,0,0,800,0,0,1
49382,49382,200,0,0,0,200,0,0,1
49386,49386,200,0,0,0,200,0,0,1
49482,49482,480,0,0,0,480,0,0,1
66517,66517,100,0,0,0,100,0,0,1
41936,57484,100,200,0,0,200,100,0,1
67469,67469,1000,0,0,0,1000,0,0,1
50338,50338,1,0,0,0,1,0,0,1
67977,67977,1000,0,0,0,1000,0,0,1
68305,68305,100,0,0,0,100,0,0,1
68353,68353,400,0,0,0,400,0,0,1
51078,51078,400,0,0,0,400,0,0,1
68825,68825,10,0,0,0,10,0,0,1
68837,68837,200,0,0,0,200,0,0,1
58219,58219,2000,0,0,0,2000,0,0,1
52034,52034,100,0,0,0,100,0,0,1
52038,52038,100,0,0,0,100,0,0,1
52234,52234,1000,0,0,0,1000,0,0,1
52238,52238,100,0,0,0,100,0,0,1
52242,52242,100,0,0,0,100,0,0,1
52246,52246,1000,0,0,600,400,0,0,1
52250,52250,1000,0,0,0,1000,0,0,1
52254,52254,1000,0,0,0,1000,0,0,1
52258,52258,1000,0,0,500,500,0,0,1
58867,58867,20,0,0,0,20,0,0,1
58931,58931,1000,0,0,0,1000,0,0,1
69725,69725,688,0,0,1,687,0,0,1
43844,43844,450,0,0,146,304,0,0,1
52562,52562,100,0,0,0,100,0,0,1
52566,52566,200,0,0,0,200,0,0,1
52570,52570,200,0,0,0,200,0,0,1
52574,52574,250,0,0,0,250,0,0,1
52578,52578,300,0,0,0,300,0,0,1
44012,44012,2500,0,0,0,2500,0,0,1
59487,59487,67,0,0,0,67,0,0,1
59571,59571,25,0,0,0,25,0,0,1
59575,59575,25,0,0,0,25,0,0,1
59579,59579,25,0,0,0,25,0,0,1
59583,59583,100,0,0,0,100,0,0,1
70857,70857,200,0,0,0,200,0,0,1
53538,53538,100,0,0,0,100,0,0,1
70913,70913,500,0,0,0,500,0,0,1
53542,53542,300,0,0,0,300,0,0,1
70917,70917,200,0,0,0,200,0,0,1
53546,53546,200,0,0,0,200,0,0,1
70921,70921,300,0,0,0,300,0,0,1
53550,53550,200,0,0,0,200,0,0,1
70969,70969,100,0,0,0,100,0,0,1
59983,59983,100,0,0,0,100,0,0,1
53562,53562,100,0,0,0,100,0,0,1
70973,70973,100,0,0,0,100,0,0,1
60015,60015,50,0,0,0,50,0,0,1
60019,60019,25,0,0,0,25,0,0,1
53566,53566,300,0,0,0,300,0,0,1
53570,53570,2500,0,0,0,2500,0,0,1
53574,53574,2500,0,0,0,2500,0,0,1
53578,53578,2500,0,0,0,2500,0,0,1
53582,53582,2500,0,0,0,2500,0,0,1
44748,44748,100,0,0,0,100,0,0,1
71349,71349,100,0,0,0,100,0,0,1
71353,71353,100,0,0,0,100,0,0,1
71357,71357,300,0,0,0,300,0,0,1
71361,71361,300,0,0,0,300,0,0,1
71433,71433,500,0,0,0,500,0,0,1
71821,71821,2000,0,0,1000,1000,0,0,1
44924,44924,100,0,0,0,100,0,0,1
45132,45132,3000,0,0,0,3000,0,0,1
60827,60827,20,0,0,0,20,0,0,1
54518,54518,100,0,0,0,100,0,0,1
72501,72501,20,0,0,0,20,0,0,1
45564,45564,1000,0,0,0,1000,0,0,1
54838,54838,100,0,0,0,100,0,0,1
61995,61995,100,0,0,0,100,0,0,1
55418,55418,35,0,0,0,35,0,0,1
55422,55422,40,0,0,0,40,0,0,1
55566,55566,1000,0,0,500,500,0,0,1
62191,62191,100,0,0,0,100,0,0,1
62207,62207,100,0,0,0,100,0,0,1
73485,73485,100,0,0,0,100,0,0,1
62463,62463,500,0,0,0,500,0,0,1
46400,46400,100,0,0,0,100,0,0,1
56210,56210,111,0,111,0,0,0,0,1
56254,56254,40,0,0,0,40,0,0,1
46548,46548,1000,0,0,500,500,0,0,1
46552,46552,436,0,0,200,236,0,0,1
46556,46556,1000,0,0,500,500,0,0,1
56566,56566,100,0,0,0,100,0,0,1
63219,63219,5,0,0,0,5,0,0,1
63571,63571,100,0,0,0,100,0,0,1
74473,74473,73,0,0,0,73,0,0,1
74481,74481,1000,0,0,0,1000,0,0,1
74485,109245,1000,1200,0,0,200,2000,0,1
63575,63575,500,0,0,300,200,0,0,1
74489,74489,213,0,0,113,100,0,0,1
74493,74493,200,0,0,100,100,0,0,1
63675,63675,1600,0,0,0,1600,0,0,1
47196,47196,1520,0,0,0,1520,0,0,1
57150,57150,100,0,0,0,100,0,0,1
63967,63967,100,0,0,0,100,0,0,1
64519,64519,150,0,0,40,110,0,0,1
75569,90133,600,300,0,0,300,600,0,1
75573,75573,500,0,0,0,500,0,0,1
64583,64583,400,0,0,0,400,0,0,1
75577,75577,1000,0,0,0,1000,0,0,1
64591,64591,763,0,0,181,582,0,0,1
76521,76521,190,0,0,90,100,0,0,1
48892,48892,100,0,0,0,100,0,0,1
58570,58570,100,0,0,0,100,0,0,1
58634,58634,100,0,0,0,100,0,0,1
58638,58638,1000,0,0,900,100,0,0,1
48904,48904,10000,0,0,0,10000,0,0,1
58938,58938,150,0,0,0,150,0,0,1
66351,66351,500,0,0,0,500,0,0,1
49284,49284,600,0,0,0,600,0,0,1
49288,49288,283,0,0,145,138,0,0,1
49292,65948,1500,700,0,0,700,1500,0,1
49296,55304,1500,700,0,0,700,1500,0,1
49300,49300,600,0,0,0,600,0,0,1
49304,49304,220,0,0,0,220,0,0,1
49308,65980,1500,1400,0,0,700,2200,0,1
49312,49312,732,0,0,547,185,0,0,1
49316,49316,1500,0,0,0,1500,0,0,1
49372,49372,600,0,0,0,600,0,0,1
49400,49400,304,0,0,135,169,0,0,1
49404,49404,595,0,0,495,100,0,0,1
49476,49476,596,0,0,112,484,0,0,1
49480,49480,600,0,0,500,100,0,0,1
66763,66763,800,0,0,100,700,0,0,1
67019,75051,400,800,0,0,800,400,0,1
67023,67023,900,0,0,0,900,0,0,1
67027,67027,800,0,0,0,800,0,0,1
49740,49740,4000,0,4000,0,0,0,0,1
67271,67271,2000,0,0,0,2000,0,0,1
49788,49788,1000,0,0,0,1000,0,0,1
78293,78293,100,0,0,0,100,0,0,1
67579,67579,1000,0,0,0,1000,0,0,1
49936,49936,100,0,0,0,100,0,0,1
68315,68315,400,0,0,0,400,0,0,1
68343,68343,20,0,0,0,20,0,0,1
50528,50528,4000,0,0,0,4000,0,0,1
68523,68523,900,0,0,0,900,0,0,1
78761,78761,100,0,0,0,100,0,0,1
60134,60134,106,0,0,0,106,0,0,1
78765,78765,300,0,0,0,300,0,0,1
60138,60138,700,0,0,0,700,0,0,1
68543,68543,400,0,0,0,400,0,0,1
68547,68547,300,0,0,200,100,0,0,1
68551,68551,100,0,0,0,100,0,0,1
78841,78841,800,0,0,0,800,0,0,1
60142,60142,100,0,0,0,100,0,0,1
60146,60146,900,0,0,0,900,0,0,1
50540,50540,2500,0,0,0,2500,0,0,1
78845,78845,230,0,0,0,230,0,0,1
68555,68555,8300,0,0,0,8300,0,0,1
78849,78849,100,0,0,0,100,0,0,1
60150,60150,100,0,0,0,100,0,0,1
60250,60250,106,0,0,0,106,0,0,1
60822,60822,900,0,0,0,900,0,0,1
51028,51028,2500,0,0,0,2500,0,0,1
69411,69411,900,0,0,0,900,0,0,1
69415,69415,4500,0,0,0,4500,0,0,1
69487,69487,900,0,0,0,900,0,0,1
69531,69531,50,0,0,0,50,0,0,1
69535,69535,50,0,0,0,50,0,0,1
51332,51332,3,0,0,0,3,0,0,1
69583,69583,2000,0,0,0,2000,0,0,1
60846,60846,106,0,0,0,106,0,0,1
69639,69639,900,0,0,300,600,0,0,1
79649,79649,500,0,0,0,500,0,0,1
79653,79653,1000,0,0,0,1000,0,0,1
51380,56296,600,300,0,0,300,600,0,1
79657,79657,300,0,0,0,300,0,0,1
60850,60850,900,0,0,0,900,0,0,1
79661,79661,420,0,0,51,369,0,0,1
79665,91101,1000,1000,0,0,500,1500,0,1
69695,69695,100,0,0,0,100,0,0,1
69699,69699,100,0,0,0,100,0,0,1
79669,79669,100,0,0,0,100,0,0,1
79673,79673,100,0,0,0,100,0,0,1
51388,51388,1000,0,0,0,1000,0,0,1
51392,51392,547,0,0,300,247,0,0,1
51396,51396,100,0,0,0,100,0,0,1
60866,60866,400,0,0,0,400,0,0,1
51400,51400,709,0,0,564,145,0,0,1
51404,51404,2500,0,0,0,2500,0,0,1
60870,60870,100,0,0,0,100,0,0,1
69703,69703,100,0,0,0,100,0,0,1
79677,79677,100,0,0,0,100,0,0,1
51408,51408,100,0,0,0,100,0,0,1
79681,79697,500,500,0,0,500,500,0,1
79685,79685,500,0,0,0,500,0,0,1
51412,51412,1000,0,0,0,1000,0,0,1
79689,79689,100,0,0,0,100,0,0,1
69707,69707,1000,0,0,0,1000,0,0,1
79693,79693,500,0,0,0,500,0,0,1
51416,51416,525,0,0,39,486,0,0,1
69715,69715,400,0,0,0,400,0,0,1
79701,79701,1000,0,0,900,100,0,0,1
51420,51420,150,0,0,0,150,0,0,1
69719,69719,1200,0,0,1100,100,0,0,1
60882,60882,600,0,0,300,300,0,0,1
79709,79709,100,0,0,0,100,0,0,1
69727,69727,100,0,0,0,100,0,0,1
69731,69731,1600,0,0,1400,200,0,0,1
79809,79809,1000,0,0,0,1000,0,0,1
79813,79813,1000,0,0,0,1000,0,0,1
80113,80113,9,0,0,0,9,0,0,1
80117,80117,4,0,0,0,4,0,0,1
80253,80253,20,0,0,0,20,0,0,1
80261,80261,30,0,0,0,30,0,0,1
80345,80345,100,0,0,0,100,0,0,1
80349,80349,150,0,0,0,150,0,0,1
80353,80353,200,0,0,0,200,0,0,1
80461,80461,1000,0,0,0,1000,0,0,1
80465,80465,1000,0,0,0,1000,0,0,1
80469,80469,1000,0,0,0,1000,0,0,1
80473,80473,100,0,0,0,100,0,0,1
80533,80533,100,0,0,0,100,0,0,1
70367,70367,7000,0,0,0,7000,0,0,1
70371,70371,6000,0,0,0,6000,0,0,1
70379,70379,100,0,0,0,100,0,0,1
70391,70391,1000,0,0,0,1000,0,0,1
70399,70399,10000,0,0,0,10000,0,0,1
70407,70407,5000,0,0,0,5000,0,0,1
70415,70415,10000,0,0,0,10000,0,0,1
70423,70423,5300,0,0,0,5300,0,0,1
70431,70431,10000,0,0,0,10000,0,0,1
70439,70439,10000,0,0,0,10000,0,0,1
51568,51568,300,0,0,0,300,0,0,1
51572,51572,188,0,0,0,188,0,0,1
70551,70551,30,0,0,0,30,0,0,1
70919,70919,2500,0,0,1900,600,0,0,1
80925,80925,1000,0,0,0,1000,0,0,1
81477,81477,300,0,0,0,300,0,0,1
72011,72011,150,0,0,0,150,0,0,1
52824,52824,1,0,0,0,1,0,0,1
62242,62242,500,0,0,0,500,0,0,1
62246,62246,100,0,0,0,100,0,0,1
62250,62250,300,0,0,200,100,0,0,1
72475,72475,50,0,0,0,50,0,0,1
62906,62906,1000,0,0,0,1000,0,0,1
53516,53516,1000,0,0,0,1000,0,0,1
53536,53536,100,0,0,0,100,0,0,1
53540,53540,100,0,0,0,100,0,0,1
53552,53552,100,0,0,0,100,0,0,1
53560,53560,100,0,0,0,100,0,0,1
53568,53568,100,0,0,0,100,0,0,1
53572,53572,100,0,0,0,100,0,0,1
53584,53584,100,0,0,0,100,0,0,1
62934,62934,1000,0,2,0,998,0,0,1
63038,63038,83,0,0,0,83,0,0,1
74007,74007,100,0,0,0,100,0,0,1
54236,54236,300,0,0,0,300,0,0,1
54272,54272,100,0,0,0,100,0,0,1
54276,54276,200,0,0,0,200,0,0,1
54280,54280,300,0,0,0,300,0,0,1
54284,54284,110000,0,0,0,110000,0,0,1
54288,54288,300,0,0,0,300,0,0,1
54292,54292,1000,0,0,0,1000,0,0,1
54296,54296,300,0,0,0,300,0,0,1
54300,54300,300,0,0,0,300,0,0,1
54312,54312,100,0,0,0,100,0,0,1
54320,54320,100,0,0,0,100,0,0,1
54324,54324,100,0,0,0,100,0,0,1
74131,74131,4,0,0,0,4,0,0,1
54392,54392,100,0,0,0,100,0,0,1
54396,54396,697,0,0,0,697,0,0,1
54400,54400,4000,0,0,0,4000,0,0,1
54404,54404,4000,0,0,0,4000,0,0,1
54408,54408,4000,0,0,0,4000,0,0,1
54412,54412,1000,0,0,0,1000,0,0,1
54416,54416,2000,0,0,0,2000,0,0,1
54420,54420,100,0,0,0,100,0,0,1
54424,54424,12,0,0,0,12,0,0,1
54428,54428,1000,0,0,0,1000,0,0,1
83837,83837,1000,0,0,0,1000,0,0,1
74219,74219,100,0,0,0,100,0,0,1
74223,74223,100,0,0,0,100,0,0,1
83925,83925,500,0,0,0,500,0,0,1
83933,83933,500,0,0,0,500,0,0,1
74791,74791,508,0,0,319,189,0,0,1
84809,84809,1500,0,0,0,1500,0,0,1
84813,84813,1500,0,0,0,1500,0,0,1
84817,84817,100,0,0,0,100,0,0,1
55300,55300,300,0,0,0,300,0,0,1
84821,84825,500,500,0,0,500,500,0,1
75015,75015,1804,0,0,1666,138,0,0,1
55308,55320,700,700,0,0,700,700,0,1
75019,75027,200,100,0,0,100,200,0,1
55312,55312,188,0,0,68,120,0,0,1
55316,55316,700,0,0,0,700,0,0,1
84829,84829,4000,0,0,0,4000,0,0,1
64010,64010,3400,0,0,0,3400,0,0,1
64014,64014,2000,0,0,1300,700,0,0,1
64018,64018,2400,0,0,2300,100,0,0,1
75023,75023,895,0,0,635,260,0,0,1
84837,108805,1900,1300,0,0,1300,1900,0,1
84841,84841,500,0,0,0,500,0,0,1
64022,64022,1600,0,0,0,1600,0,0,1
75031,75031,100,0,0,0,100,0,0,1
84845,84845,500,0,0,0,500,0,0,1
55324,55324,900,0,0,0,900,0,0,1
84853,84853,101,0,0,0,101,0,0,1
64026,64026,100,0,0,0,100,0,0,1
75035,75035,500,0,0,0,500,0,0,1
84861,113833,500,500,0,0,500,500,0,1
64030,64030,1000,0,0,0,1000,0,0,1
84865,84865,500,0,0,0,500,0,0,1
55328,55328,400,0,0,0,400,0,0,1
84869,84869,394,0,0,293,101,0,0,1
75039,75039,1500,0,0,0,1500,0,0,1
64034,64034,200,0,0,100,100,0,0,1
75043,75043,1500,0,0,0,1500,0,0,1
64038,64038,2000,0,0,0,2000,0,0,1
64042,64042,400,0,0,200,200,0,0,1
55344,55344,500,0,0,0,500,0,0,1
55348,55348,800,0,0,0,800,0,0,1
55352,55352,600,0,0,0,600,0,0,1
64046,64046,500,0,0,0,500,0,0,1
55356,55356,600,0,0,0,600,0,0,1
75047,75047,900,0,0,0,900,0,0,1
55360,55360,2700,0,0,0,2700,0,0,1
55364,55364,1500,0,0,0,1500,0,0,1
55368,55368,1500,0,0,0,1500,0,0,1
75055,76259,200,100,0,0,100,200,0,1
64050,64050,100,0,0,0,100,0,0,1
64054,64054,500,0,0,0,500,0,0,1
64058,64058,100,0,0,0,100,0,0,1
64062,64062,500,0,0,0,500,0,0,1
55432,55432,1400,0,0,0,1400,0,0,1
64066,64066,100,0,0,0,100,0,0,1
55436,55436,1000,0,0,0,1000,0,0,1
85217,85217,10899,0,0,0,10899,0,0,1
55452,58516,200,500,0,0,200,500,0,1
85501,85501,100,0,0,0,100,0,0,1
64406,64406,100,0,0,0,100,0,0,1
55916,55916,400,0,0,0,400,0,0,1
75751,75751,2000,0,0,0,2000,0,0,1
64430,64430,100,0,0,0,100,0,0,1
64434,64434,300,0,0,0,300,0,0,1
55920,55920,400,0,0,0,400,0,0,1
86029,86029,209,0,0,15,194,0,0,1
86377,86377,30000,0,0,0,30000,0,0,1
76167,76167,1500,0,0,0,1500,0,0,1
76263,76263,100,0,0,0,100,0,0,1
55924,55924,500,0,0,0,500,0,0,1
76695,76695,20,0,0,0,20,0,0,1
56312,56312,700,0,0,0,700,0,0,1
56316,56316,100,0,0,0,100,0,0,1
56320,56320,1000,0,0,62,938,0,0,1
64770,64770,2500,0,0,0,2500,0,0,1
64774,64774,1200,0,0,0,1200,0,0,1
64778,64778,500,0,0,0,500,0,0,1
64782,64782,1200,0,0,0,1200,0,0,1
64786,64786,2000,0,0,0,2000,0,0,1
64790,64790,1200,0,0,0,1200,0,0,1
64794,64794,2500,0,0,0,2500,0,0,1
64798,64798,1300,0,0,0,1300,0,0,1
64802,64802,35,0,0,0,35,0,0,1
56340,56340,236,0,0,0,236,0,0,1
77547,77547,500,0,0,0,500,0,0,1
65238,65238,1300,0,0,0,1300,0,0,1
65242,65242,1300,0,0,0,1300,0,0,1
87929,87929,200,0,0,0,200,0,0,1
65254,65254,1300,0,0,0,1300,0,0,1
88133,88133,100,0,0,0,100,0,0,1
78043,78043,200,0,0,0,200,0,0,1
88485,88485,500,0,0,0,500,0,0,1
88489,88489,500,0,0,0,500,0,0,1
88493,88493,500,0,0,0,500,0,0,1
88497,88497,500,0,0,0,500,0,0,1
78055,78055,155,0,0,0,155,0,0,1
88501,88501,200,0,0,0,200,0,0,1
78059,78059,200,0,0,0,200,0,0,1
78067,78067,200,0,0,0,200,0,0,1
78075,78075,500,0,0,0,500,0,0,1
78079,78079,500,0,0,0,500,0,0,1
78099,78099,415,0,0,315,100,0,0,1
78171,78171,100,0,0,0,100,0,0,1
78275,78275,300,0,0,200,100,0,0,1
78303,78303,416,0,0,0,416,0,0,1
78343,78343,100,0,0,0,100,0,0,1
78347,78347,200,0,0,0,200,0,0,1
78351,78351,100,0,0,0,100,0,0,1
78355,78355,500,0,0,200,300,0,0,1
88685,88685,369,0,0,189,180,0,0,1
78467,78467,400,0,0,0,400,0,0,1
78471,78471,100,0,0,0,100,0,0,1
65574,65574,1300,0,0,0,1300,0,0,1
78607,78607,5,0,0,0,5,0,0,1
78615,78615,100,0,0,0,100,0,0,1
78627,78627,90,0,0,0,90,0,0,1
88837,88837,100,0,0,0,100,0,0,1
88841,88841,100,0,0,0,100,0,0,1
88845,88845,100,0,0,0,100,0,0,1
88853,88853,100,0,0,0,100,0,0,1
57488,57488,200,0,0,0,200,0,0,1
78875,78875,100,0,0,0,100,0,0,1
89129,89129,100,0,0,0,100,0,0,1
89133,89133,100,0,0,0,100,0,0,1
78943,78943,258,0,0,158,100,0,0,1
89137,89137,100,0,0,0,100,0,0,1
78947,78947,300,0,0,0,300,0,0,1
89141,89141,300,0,0,0,300,0,0,1
89197,89197,1000,0,0,0,1000,0,0,1
89201,89201,200,0,0,0,200,0,0,1
89205,89205,200,0,0,0,200,0,0,1
89209,89209,200,0,0,0,200,0,0,1
78951,78951,100,0,0,0,100,0,0,1
89221,89221,100,0,0,0,100,0,0,1
57556,57556,3000,0,0,0,3000,0,0,1
65954,65954,500,0,0,0,500,0,0,1
66014,66014,500,0,0,0,500,0,0,1
66018,66018,500,0,0,0,500,0,0,1
66022,66022,500,0,0,0,500,0,0,1
89485,89485,300,0,0,0,300,0,0,1
79631,79631,500,0,0,0,500,0,0,1
58044,71924,200,1500,0,0,200,1500,0,1
58056,71752,300,300,0,0,300,300,0,1
66042,66042,100,0,0,0,100,0,0,1
79635,79635,1000,0,0,0,1000,0,0,1
89581,89581,500,0,0,0,500,0,0,1
79639,79639,100,0,0,0,100,0,0,1
58060,58060,1800,0,0,1700,100,0,0,1
89585,89585,100,0,0,0,100,0,0,1
79643,79643,6000,0,0,0,6000,0,0,1
89589,89589,500,0,0,0,500,0,0,1
89597,106053,500,500,0,0,500,500,0,1
89601,89601,500,0,0,0,500,0,0,1
79699,79699,500,0,0,0,500,0,0,1
79707,79707,500,0,0,0,500,0,0,1
79711,79711,500,0,0,0,500,0,0,1
79719,79719,500,0,0,0,500,0,0,1
79759,79759,100,0,0,0,100,0,0,1
79763,79763,1000,0,0,200,800,0,0,1
79775,79775,500,0,0,0,500,0,0,1
79787,79787,300,0,0,100,200,0,0,1
79791,79791,200,0,0,0,200,0,0,1
79807,79807,1000,0,0,200,800,0,0,1
66062,66062,500,0,0,0,500,0,0,1
79843,79843,600,0,0,300,300,0,0,1
66090,66090,500,0,0,0,500,0,0,1
79851,79851,500,0,0,0,500,0,0,1
58064,2101756,2800,165200,0,0,2800,165200,0,1
58068,58068,900,0,0,0,900,0,0,1
58072,58072,500,0,0,0,500,0,0,1
58076,58076,600,0,0,0,600,0,0,1
58080,58080,600,0,0,0,600,0,0,1
58084,58084,500,0,0,0,500,0,0,1
79855,79855,414,0,0,233,181,0,0,1
79859,79859,100,0,0,0,100,0,0,1
89913,89913,3000,0,0,0,3000,0,0,1
89917,89917,1000,0,0,0,1000,0,0,1
79863,79863,100,0,0,0,100,0,0,1
89965,89965,100,0,0,0,100,0,0,1
79867,80511,500,500,0,0,500,500,0,1
58088,58088,400,0,0,0,400,0,0,1
66302,66302,600,0,0,0,600,0,0,1
58096,58096,700,0,0,0,700,0,0,1
79935,79935,800,0,0,0,800,0,0,1
79939,79939,800,0,0,0,800,0,0,1
79943,79943,800,0,0,0,800,0,0,1
79947,79947,800,0,0,0,800,0,0,1
79951,79951,800,0,0,0,800,0,0,1
79955,79955,10000,0,0,0,10000,0,0,1
79959,79959,20000,0,0,0,20000,0,0,1
79963,79963,10000,0,0,0,10000,0,0,1
79967,79967,20000,0,0,0,20000,0,0,1
66306,75526,500,200,0,0,200,500,0,1
66310,66310,1400,0,0,1300,100,0,0,1
90001,90001,4000,0,0,2600,1400,0,0,1
79971,79971,100,0,0,0,100,0,0,1
90005,90005,500,0,0,0,500,0,0,1
90009,90009,500,0,0,0,500,0,0,1
80023,80023,500,0,0,0,500,0,0,1
58296,58296,400,0,0,0,400,0,0,1
66322,75286,1500,700,0,0,700,1500,0,1
80199,80199,100,0,0,0,100,0,0,1
80203,80203,100,0,0,0,100,0,0,1
80207,80207,100,0,0,0,100,0,0,1
58308,58308,100,0,0,0,100,0,0,1
58312,58312,100,0,0,0,100,0,0,1
58316,58316,1000,0,1000,0,0,0,0,1
80223,80223,15,0,0,0,15,0,0,1
80227,80227,2,0,0,0,2,0,0,1
80231,80231,371,0,0,0,371,0,0,1
80235,80235,4,0,0,0,4,0,0,1
80239,80239,4,0,0,0,4,0,0,1
58320,58320,2500,0,0,0,2500,0,0,1
58328,58328,300,0,0,0,300,0,0,1
58332,58332,2500,0,0,0,2500,0,0,1
90021,90021,1000,0,0,500,500,0,0,1
66326,66326,2000,0,0,100,1900,0,0,1
58440,58440,700,0,0,600,100,0,0,1
90025,90025,500,0,0,0,500,0,0,1
90029,90029,100,0,0,0,100,0,0,1
80311,80311,280,0,0,18,262,0,0,1
66330,66330,3900,0,0,3500,400,0,0,1
90033,90129,500,1000,0,0,500,1000,0,1
66366,66366,700,0,0,0,700,0,0,1
58520,58520,2000,0,0,1900,100,0,0,1
90089,90089,293,0,0,125,168,0,0,1
90093,90093,500,0,0,0,500,0,0,1
80315,80315,500,0,0,0,500,0,0,1
58524,58524,200,0,0,0,200,0,0,1
80319,80319,500,0,0,0,500,0,0,1
80323,80323,500,0,0,0,500,0,0,1
58528,58528,200,0,0,0,200,0,0,1
90097,90097,100,0,0,0,100,0,0,1
58532,58532,1300,0,0,800,500,0,0,1
58536,58536,2000,0,0,0,2000,0,0,1
66370,66370,1200,0,0,0,1200,0,0,1
66374,66374,1200,0,0,0,1200,0,0,1
66378,66378,1200,0,0,0,1200,0,0,1
90101,90101,1000,0,0,900,100,0,0,1
90105,90105,500,0,0,0,500,0,0,1
80327,80327,800,0,0,0,800,0,0,1
58540,58540,1000,0,0,0,1000,0,0,1
90109,90109,1000,0,0,0,1000,0,0,1
80403,80403,500,0,0,0,500,0,0,1
80459,80459,500,0,0,0,500,0,0,1
80463,80463,500,0,0,0,500,0,0,1
80467,80467,500,0,0,0,500,0,0,1
80471,80471,500,0,0,0,500,0,0,1
58612,58612,400,0,0,0,400,0,0,1
80507,80507,100,0,0,0,100,0,0,1
90137,90141,300,300,0,0,300,300,0,1
90145,90145,300,0,0,0,300,0,0,1
90237,90237,100,0,0,0,100,0,0,1
80523,80523,500,0,0,0,500,0,0,1
90241,90241,300,0,0,0,300,0,0,1
80699,80699,600,0,0,0,600,0,0,1
80707,80707,100,0,0,0,100,0,0,1
66422,66422,1300,0,0,0,1300,0,0,1
66426,66426,600,0,0,0,600,0,0,1
58652,58652,400,0,0,0,400,0,0,1
58668,58668,300,0,0,0,300,0,0,1
58680,58680,300,0,0,0,300,0,0,1
80791,80791,10,0,0,0,10,0,0,1
80795,80795,31,0,0,0,31,0,0,1
80799,80799,100,0,0,0,100,0,0,1
90437,90437,300,0,0,0,300,0,0,1
81011,81459,4400,1900,0,0,1900,4400,0,1
58856,58856,700,0,0,0,700,0,0,1
81319,81319,100,0,0,0,100,0,0,1
81323,81323,500,0,0,0,500,0,0,1
81327,81327,900,0,0,0,900,0,0,1
81371,81371,400,0,0,0,400,0,0,1
81375,81375,800,0,0,0,800,0,0,1
81379,81379,800,0,0,0,800,0,0,1
81383,81383,800,0,0,0,800,0,0,1
59044,59044,2700,0,0,0,2700,0,0,1
81399,81399,10,0,0,0,10,0,0,1
81403,81403,10,0,10,0,0,0,0,1
81407,81407,20,0,0,0,20,0,0,1
59056,59056,260,0,0,0,260,0,0,1
90557,90557,500,0,0,0,500,0,0,1
90561,90565,500,500,0,0,500,500,0,1
66878,66878,14000,0,0,9000,5000,0,0,1
66882,66882,7500,0,0,0,7500,0,0,1
81455,81455,2500,0,0,0,2500,0,0,1
81463,81463,2500,0,0,0,2500,0,0,1
81467,81467,600,0,0,0,600,0,0,1
81475,81475,100,0,0,0,100,0,0,1
81483,81483,100,0,0,0,100,0,0,1
81491,81491,100,0,0,0,100,0,0,1
90573,90573,100,0,0,0,100,0,0,1
90677,90677,200,0,0,100,100,0,0,1
90681,90681,1200,0,0,1100,100,0,0,1
90873,90873,500,0,0,0,500,0,0,1
90877,90989,500,2000,0,0,500,2000,0,1
66986,66986,10,0,0,0,10,0,0,1
66998,66998,200,0,0,0,200,0,0,1
67002,67002,5,0,0,0,5,0,0,1
67042,67042,95,0,0,0,95,0,0,1
67046,67046,1000,0,0,0,1000,0,0,1
67050,67050,55,0,0,0,55,0,0,1
67054,67054,35,0,0,0,35,0,0,1
67058,67058,594,0,594,0,0,0,0,1
67062,67062,100,0,0,0,100,0,0,1
67066,67066,75,0,0,0,75,0,0,1
67070,67070,70,0,0,0,70,0,0,1
90889,90889,100,0,0,0,100,0,0,1
59328,59328,1000,0,0,0,1000,0,0,1
82151,82151,1000,0,0,900,100,0,0,1
59388,59388,1000,0,0,0,1000,0,0,1
82155,82155,1500,0,0,0,1500,0,0,1
59392,59392,1000,0,0,500,500,0,0,1
82159,82159,1500,0,0,0,1500,0,0,1
82163,82163,1500,0,0,1000,500,0,0,1
82167,82167,500,0,0,0,500,0,0,1
82171,82171,1000,0,0,500,500,0,0,1
82175,82175,3000,0,0,0,3000,0,0,1
59400,59400,200,0,0,0,200,0,0,1
59408,59408,1400,0,0,1000,400,0,0,1
59412,59412,200,0,0,0,200,0,0,1
59416,59416,500,0,0,0,500,0,0,1
59420,59420,500,0,0,0,500,0,0,1
59424,59424,500,0,0,400,100,0,0,1
59428,59428,500,0,0,0,500,0,0,1
